,year,state,sl55,sl65,sl70,sl75,slnone,seatbelt,minage,zerotol,gdl,bac10,bac08,perse,totfat,nghtfat,wkndfat,totfatpvm,nghtfatpvm,wkndfatpvm,statepop,totfatrte,nghtfatrte,wkndfatrte,vehicmiles,unem,perc14_24,sl70plus,sbprim,sbsecon,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d90,d91,d92,d93,d94,d95,d96,d97,d98,d99,d00,d01,d02,d03,d04,vehicmilespc
684,1988,31,1,0,0,0,0,2,21,0,0,1,0,0,1051,480,248,1.789999962,0.818000019,0.421999991,7712338,13.63000011,6.21999979,3.220000029,58.71507645,3.799999952,15.09999943,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7613.135742
685,1989,31,1,0,0,0,0,2,21,0,0,1,0,0,891,394,178,1.49000001,0.658999979,0.298000008,7726090,11.52999973,5.099999905,2.299999952,59.79866028,4.099999905,14.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7739.834473
686,1990,31,1,0,0,0,0,2,21,0,0,1,0,0,886,392,165,1.5,0.663999975,0.279000014,7757158,11.42000008,5.050000191,2.130000114,59.06667328,5.099999905,13.89999962,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7614.473145
687,1991,31,1,0,0,0,0,2,21,0,0,1,0,0,783,347,177,1.320000052,0.584999979,0.298000008,7814676,10.0199995,4.440000057,2.25999999,59.31818008,6.699999809,13.40000057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7590.612793
688,1992,31,1,0,0,0,0,2,21,0.082999997,0,1,0,0,763,310,157,1.279999971,0.519999981,0.263000011,7880508,9.680000305,3.930000067,1.99000001,59.60937881,8.5,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7564.154297
689,1993,31,1,0,0,0,0,2,21,1,0,1,0,0,789,275,128,1.320000052,0.460000008,0.214000002,7948915,9.929999352,3.4599998,1.610000014,59.77273178,7.5,12.70000076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7519.608887
690,1994,31,1,0,0,0,0,2,21,1,0,1,0,0,761,328,154,1.25999999,0.542999983,0.254999995,8014306,9.5,4.090000153,1.920000076,60.3968277,6.800000191,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7536.126953
691,1995,31,1,0,0,0,0,2,21,1,0,1,0,0,774,351,154,1.269999981,0.575999975,0.252999991,8083242,9.579999924,4.339999676,1.909999967,60.94487762,6.400000095,12.39999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7539.657715
692,1996,31,1,0,0,0,0,2,21,1,0,1,0,0,814,345,169,1.309999943,0.555000007,0.272000015,8149596,9.989999771,4.230000019,2.069999933,62.13739777,6.199999809,12.19999981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7624.598633
693,1997,31,1,0,0,0,0,2,21,1,0,1,0,0,775,326,168,1.220000029,0.513000011,0.263999999,8218808,9.430000305,3.970000267,2.039999962,63.52458954,5.099999905,12.19999981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7729.17334
694,1998,31,0.048999999,0.950999975,0,0,0,2,21,1,0,1,0,0,741,308,155,1.149999976,0.477999985,0.240999997,8287418,8.93999958,3.720000029,1.870000124,64.43478394,4.599999905,12.10000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7775.012695
695,1999,31,0,1,0,0,0,1,21,1,0,1,0,0,726,309,141,1.110000014,0.472000003,0.216000006,8359592,8.679999352,3.700000048,1.690000057,65.40541077,4.599999905,12.10000038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7823.995605
696,2000,31,0,1,0,0,0,1,21,1,0,1,0,0,731,324,183,1.080000043,0.479000002,0.270000011,8414350,8.690000534,3.849999905,2.169999838,67.68518829,3.700000048,12.30000019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8044.018555
697,2001,31,0,1,0,0,0,1,21,1,1,1,0,0,745,322,178,1.080000043,0.467000008,0.257999986,8511119,8.75,3.779999971,2.090000153,68.98147583,4.199999809,12.39999962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8104.865723
698,2002,31,0,1,0,0,0,1,21,1,1,1,0,0,771,357,158,1.106999993,0.513000011,0.226999998,8575252,9.010000229,4.170000076,1.850000024,69.63964081,5.800000191,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8121.001953
699,2003,31,0,1,0,0,0,1,21,1,1,1,0,0,733,314,137,1.049999952,0.449999988,0.195999995,8638396,8.649999619,3.700000048,1.620000005,69.81307983,5.900000095,12.60000038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8081.718262
700,2004,31,0,1,0,0,0,1,21,1,1,0,1,0,731,338,168,1,0.462000012,0.230000004,8699000,8.399999619,3.889999866,1.930000067,73.09999847,4.199999809,12.70000076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8403.264648
701,1980,32,1,0,0,0,0,0,21,0,0,0,0,0,606,337,188,5.400000095,3.003000021,1.674999952,1302894,46.51000214,25.86999893,14.42999935,11.22221947,7.5,19.69999886,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8613.302734
702,1981,32,1,0,0,0,0,0,21,0,0,0,0,0,544,299,149,4.743000031,2.607000113,1.299000025,1332717,35.29000092,22.43999863,11.18000031,11.47000027,7.300000191,19.20000076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8606.478516
703,1982,32,1,0,0,0,0,0,21,0,0,0,0,0,577,323,181,4.869999886,2.726000071,1.527999997,1363798,42.30999756,23.68000031,13.27000046,11.84805012,9.199999809,18.70000076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8687.541016
704,1983,32,1,0,0,0,0,0,21,0,0,0,0,0,531,289,161,4.550000191,2.476000071,1.379999995,1394352,38.08000183,20.72999954,11.54999924,11.67033005,10.10000038,18.19999886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8369.71582
705,1984,32,1,0,0,0,0,0,21,0.5,0,0.5,0,0.5,497,254,147,3.849999905,1.968000054,1.139000058,1416664,35.07999802,17.93000031,10.38000011,12.90909004,7.5,17.70000076,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9112.31543
706,1985,32,1,0,0,0,0,0,21,1,0,1,0,1,535,269,135,4.03000021,2.026000023,1.01699996,1438364,37.20000076,18.70000076,9.390000343,13.27542973,8.800000191,17.20000076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9229.53418
707,1986,32,1,0,0,0,0,1,21,1,0,1,0,1,499,251,146,3.789999962,1.906000018,1.108999968,1462715,34.11000061,17.15999985,9.980000496,13.1662302,9.199999809,16.79999924,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9001.227539
708,1987,32,0.25,0.75,0,0,0,1,21,1,0,1,0,1,568,281,135,3.75999999,1.860000014,0.893999994,1478511,38.41999817,19.01000023,9.130000114,15.10637951,8.899999619,16.20000076,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10217.29297
709,1988,32,0,1,0,0,0,1,21,1,0,1,0,1,487,253,129,3.190000057,1.656999946,0.845000029,1490320,32.68000031,16.97999954,8.659999847,15.26646042,7.800000191,15.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10243.74609
710,1989,32,0,1,0,0,0,1,21,1,0,1,0,1,538,254,134,3.400000095,1.605000019,0.847000003,1503886,35.77000046,16.88999939,8.909999847,15.8235302,6.699999809,15.00000095,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10521.76172
711,1990,32,0,1,0,0,0,1,21,1,0,1,0,1,499,239,123,3.089999914,1.480000019,0.762000024,1519933,32.83000183,15.72000027,8.090000153,16.14887047,6.5,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10624.72559
712,1991,32,0,1,0,0,0,1,21,1,0,1,0,1,469,242,131,2.799999952,1.445000052,0.782000005,1555305,30.15000153,15.55999947,8.420000076,16.75,7.099999905,14.39999962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10769.5918
713,1992,32,0,1,0,0,0,1,21,1,0,1,0,1,460,239,125,2.49000001,1.29400003,0.676999986,1595442,28.82999802,14.9800005,7.829999924,18.47389984,7,14.39999962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11579.17383
714,1993,32,0,1,0,0,0,1,21,1,0,1,0,1,431,211,97,2.279999971,1.116000056,0.513000011,1636453,26.34000015,12.89000034,5.929999828,18.90350914,7.699999809,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11551.51367
715,1994,32,0,1,0,0,0,1,21,1,0,0,1,1,447,240,133,2.180000067,1.169999957,0.648999989,1682398,26.56999969,14.27000046,7.909999847,20.50458908,6.300000191,14.69999981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12187.71582
716,1995,32,0,1,0,0,0,1,21,1,0,0,1,1,485,222,106,2.289999962,1.047999978,0.5,1720394,28.19000053,12.89999962,6.159999847,21.179039,6.300000191,14.80000019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12310.57422
717,1996,32,0,0.375,0,0.625,0,1,21,1,0,0,1,1,485,237,109,2.25,1.098999977,0.505999982,1752326,27.6799984,13.52000046,6.21999979,21.55556107,8.100000381,14.90000057,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12301.11328
718,1997,32,0,0,0,1,0,1,21,1,0,0,1,1,484,204,106,2.210000038,0.930999994,0.483999997,1774839,27.27000046,11.49000072,5.970000267,21.90044975,6.199999809,15.00000095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12339.40137
719,1998,32,0,0,0,1,0,1,21,1,0,0,1,1,424,192,103,1.909999967,0.86500001,0.463999987,1793484,23.6400013,10.71000004,5.739999771,22.19894981,6.199999809,15.09999943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12377.55664
720,1999,32,0,0,0,1,0,1,21,1,0,0,1,1,460,212,115,2.059999943,0.949000001,0.514999986,1808082,25.43999863,11.72999954,6.359999657,22.33009911,5.599999905,15.09999943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12350.1582
721,2000,32,0,0,0,1,0,1,21,1,1,0,1,1,432,179,95,1.899999976,0.787,0.418000013,1819046,23.75,9.840000153,5.220000267,22.73683929,5,14.90000057,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12499.32031
722,2001,32,0,0,0,1,0,1,21,1,1,0,1,1,464,206,98,2,0.888000011,0.421999991,1830935,25.34000015,11.25,5.350000381,23.20000076,4.800000191,14.59999943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12671.12207
723,2002,32,0,0,0,1,0,1,21,1,1,0,1,1,449,210,104,1.970000029,0.921000004,0.456,1852044,24.23999977,11.3399992,5.619999886,22.79188156,5.400000095,14.59999943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12306.33887
724,2003,32,0,0,0,1,0,1,21,1,1,0,1,1,439,212,96,1.919999957,0.926999986,0.419999987,1874614,23.42000008,11.31000042,5.120000362,22.86458015,6.400000095,14.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12196.95313
725,2004,32,0,0,0,1,0,1,21,1,1,0,1,1,521,219,107,2.180000067,0.916000009,0.448000014,1903000,27.37999916,11.51000023,5.619999886,23.89908028,5.599999905,14.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12558.63379
726,1980,33,1,0,0,0,0,0,18,0,0,1,0,0,2610,1468,805,3.400000095,1.911999941,1.049000025,17558072,14.85999966,8.36000061,4.579999924,76.76470947,7.5,17.80000114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.046387
727,1981,33,1,0,0,0,0,0,18,0,0,1,0,0,2489,1347,721,3.144999981,1.702000022,0.911000013,17567715,14.48999977,7.670000076,4.099999905,79.12999725,7.599999905,17.70000076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4504.285156
728,1982,33,1,0,0,0,0,0,18,0,0,1,0,0,2162,1110,629,2.690000057,1.381000042,0.782999992,17589747,12.28999996,6.309999943,3.580000162,80.37174988,8.600000381,17.60000038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4569.23877
729,1983,33,1,0,0,0,0,0,19,0,0,1,0,0,2077,1015,527,2.480000019,1.212000012,0.629000008,17686932,11.73999977,5.739999771,2.980000019,83.75,8.600000381,17.29999924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4735.134766
730,1984,33,1,0,0,0,0,0,19,0,0,1,0,0,2060,986,516,2.359999895,1.129999995,0.591000021,17745734,11.61000061,5.559999943,2.910000086,87.28813934,7.199999809,17.10000038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4918.82373
731,1985,33,1,0,0,0,0,1,19,0,0,1,0,0,2006,965,502,2.220000029,1.067999959,0.555999994,17791700,11.2699995,5.420000076,2.820000172,90.36035919,6.5,16.89999962,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5078.792969
732,1986,33,1,0,0,0,0,1,21,0,0,1,0,0,2121,990,488,2.24000001,1.046000004,0.514999986,17833442,11.89000034,5.550000191,2.739999771,94.6875,6.300000191,16.59999847,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309.547363
733,1987,33,1,0,0,0,0,1,21,0,0,1,0,0,2339,1084,556,2.390000105,1.10800004,0.568000019,17868856,13.09000015,6.069999695,3.109999895,97.86611176,4.900000095,16.20000076,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5476.909668
734,1988,33,1,0,0,0,0,1,21,0,0,1,0,0,2256,995,507,2.180000067,0.961000025,0.49000001,17941338,12.56999969,5.550000191,2.829999924,103.4862442,4.199999809,15.70000076,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5768.033691
735,1989,33,1,0,0,0,0,1,21,0,0,1,0,0,2260,982,502,2.130000114,0.925999999,0.47299999,17983100,12.56999969,5.460000038,2.7900002,106.1032867,5.099999905,15.19999981,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900.166992
736,1990,33,1,0,0,0,0,1,21,0,0,1,0,0,2217,1032,530,2.069999933,0.963999987,0.495000005,18002855,12.30999947,5.730000019,2.940000057,107.1014557,5.300000191,14.69999981,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949.137207
737,1991,33,1,0,0,0,0,1,21,0,0,1,0,0,2008,938,488,1.870000005,0.874000013,0.453999996,18122510,11.07999992,5.180000305,2.690000057,107.3796768,7.300000191,14.20000076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5925.209961
738,1992,33,1,0,0,0,0,1,21,0,0,1,0,0,1815,787,390,1.649999976,0.714999974,0.354999989,18246653,9.949999809,4.309999943,2.140000105,110,8.600000381,13.79999924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6028.50293
739,1993,33,1,0,0,0,0,1,21,0,0,1,0,0,1790,761,377,1.590000033,0.675999999,0.335000008,18374954,9.739999771,4.139999866,2.049999952,112.5786209,7.800000191,13.50000095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6126.742676
740,1994,33,1,0,0,0,0,1,21,0,0,1,0,0,1678,697,356,1.49000001,0.619000018,0.316000015,18459470,9.090000153,3.779999971,1.930000067,112.6174545,6.900000095,13.19999981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6100.795898
741,1995,33,0.583000004,0.416999996,0,0,0,1,21,0,0,1,0,0,1679,750,379,1.460000038,0.65200001,0.330000013,18524104,9.06000042,4.050000191,2.049999952,115,6.300000191,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6208.127441
742,1996,33,0,1,0,0,0,1,21,0.166999996,0,1,0,0,1593,711,374,1.340000033,0.59799999,0.314999998,18588460,8.569999695,3.819999933,2.00999999,118.8806,6.199999809,12.70000076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6395.397949
743,1997,33,0,1,0,0,0,1,21,1,0,1,0,0,1652,685,299,1.370000005,0.568000019,0.247999996,18656546,8.850000381,3.670000076,1.599999905,120.5839386,6.400000095,12.70000076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6463.358398
744,1998,33,0,1,0,0,0,1,21,1,0,1,0,0,1514,642,308,1.230000019,0.522000015,0.25,18755906,8.069999695,3.420000076,1.640000105,123.0894318,5.599999905,12.70000076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6562.702148
745,1999,33,0,1,0,0,0,1,21,1,0,1,0,0,1599,659,303,1.25999999,0.518999994,0.238999993,18882725,8.470000267,3.49000001,1.599999905,126.9047546,5.199999809,12.80000019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6720.680176
746,2000,33,0,1,0,0,0,1,21,1,0,1,0,0,1460,625,304,1.129999995,0.483999997,0.234999999,18976457,7.690000057,3.289999962,1.599999905,129.203537,4.599999905,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6808.623047
747,2001,33,0,1,0,0,0,1,21,1,0,1,0,0,1564,698,340,1.200000048,0.536000013,0.261000007,19084350,8.199999809,3.659999847,1.779999971,130.3333282,4.900000095,13.19999981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6829.330078
748,2002,33,0,1,0,0,0,1,21,1,0,1,0,0,1530,708,307,1.146000028,0.529999971,0.230000004,19134293,7.950000286,3.680000067,1.599999905,133.5087585,6.099999905,13.40000057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6977.459473
749,2003,33,0,1,0,0,0,1,21,1,0.25,0.5,0.5,0,1493,648,303,1.100999951,0.477999985,0.224000007,19190115,7.769999981,3.370000124,1.580000043,135.5454559,6.300000191,13.60000038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7063.29541
750,2004,33,0,1,0,0,0,1,21,1,1,0,1,0,1493,641,315,1.080000043,0.463999987,0.228,19227000,7.769999981,3.329999924,1.640000105,138.2407379,5.599999905,13.89999962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7189.927734
751,1980,34,1,0,0,0,0,0,18,0,0,1,0,0,1503,757,465,3.599999905,1.812999964,1.113999963,5881766,25.55000114,12.86999893,7.909999847,41.75,6.599999905,19.40000153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7098.208008
752,1981,34,1,0,0,0,0,0,18,0,0,1,0,0,1475,746,435,3.506999969,1.774000049,1.034000039,5956649,24.47999954,12.5199995,7.300000191,42.05899811,6.400000095,19.20000076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7060.849121
753,1982,34,1,0,0,0,0,0,18,0,0,1,0,0,1303,668,399,3.019999981,1.547999978,0.925000012,6019122,21.64999962,11.10000038,6.630000114,43.14569855,9,18.79999924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7168.10498
754,1983,34,1,0,0,0,0,0,18.70000076,0.333000004,0,1,0,0.25,1234,595,320,2.74000001,1.32099998,0.711000025,6077072,20.30999947,9.789999962,5.269999981,45.03649902,8.899999619,18.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7410.888184
755,1984,34,1,0,0,0,0,0,19,1,0,1,0,1,1450,692,394,3.00999999,1.43599999,0.818000019,6164020,23.52000046,11.2300005,6.389999866,48.17276001,6.699999809,18.09999847,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7815.15332
756,1985,34,1,0,0,0,0,0,19,1,0,1,0,1,1482,628,355,2.970000029,1.258999944,0.711000025,6253998,23.69999886,10.03999901,5.680000305,49.89898682,5.400000095,17.70000076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7978.734375
757,1986,34,1,0,0,0,0,1,20,1,0,1,0,1,1647,705,386,3.119999886,1.335999966,0.731000006,6321598,26.04999924,11.14999962,6.110000134,52.78845978,5.300000191,17.29999924,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8350.493164
758,1987,34,0.25,0.75,0,0,0,1,21,1,0,1,0,1,1584,725,387,2.900000095,1.327000022,0.708999991,6403695,24.73999977,11.31999969,6.039999962,54.62069321,4.5,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8529.558594
759,1988,34,0,1,0,0,0,1,21,1,0,1,0,1,1573,632,339,2.710000038,1.088999987,0.583999991,6480613,24.27000046,9.75,5.230000019,58.04428101,3.599999905,16.59999847,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956.603516
760,1989,34,0,1,0,0,0,1,21,1,0,1,0,1,1471,599,297,2.400000095,0.976999998,0.485000014,6565469,22.40999985,9.119999886,4.519999981,61.29167175,3.5,16.20000076,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9335.459961
761,1990,34,0,1,0,0,0,1,21,1,0,1,0,1,1385,621,331,2.210000038,0.990999997,0.527999997,6656987,20.81000137,9.329999924,4.970000267,62.66968155,4.199999809,15.89999962,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9414.121094
762,1991,34,0,1,0,0,0,1,21,1,0,1,0,1,1369,609,309,2.109999895,0.93900001,0.476000011,6784280,20.1799984,8.979999542,4.550000191,64.88152313,5.800000191,15.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563.508789
763,1992,34,0,1,0,0,0,1,21,1,0,1,0,1,1265,547,279,1.870000005,0.809000015,0.412,6897214,18.34000015,7.929999828,4.050000191,67.64706421,6,15.09999943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9807.882813
764,1993,34,0,1,0,0,0,1,21,1,0,0.75,0.25,1,1389,543,279,2,0.782000005,0.40200001,7042818,19.71999931,7.710000038,3.960000038,69.44999695,4.900000095,14.80000019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9861.109375
765,1994,34,0,1,0,0,0,1,21,1,0,0,1,1,1431,605,330,1.99000001,0.841000021,0.458999991,7187398,19.90999985,8.420000076,4.590000153,71.9095459,4.400000095,14.39999962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10004.94824
766,1995,34,0,1,0,0,0,1,21,1,0,0,1,1,1448,625,305,1.899999976,0.819999993,0.400000006,7344674,19.70999908,8.510000229,4.150000095,76.21053314,4.300000191,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10376.29883
767,1996,34,0,0.583000004,0.416999996,0,0,1,21,1,0,0,1,1,1494,629,315,1.889999986,0.796000004,0.398000002,7500670,19.92000008,8.38999939,4.199999809,79.04761505,4.300000191,13.69999981,0.416999996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10538.74121
768,1997,34,0,0,1,0,0,1,21,1,1,0,1,1,1483,612,315,1.809999943,0.746999979,0.384000003,7656825,19.37000084,7.990000248,4.110000134,81.93370056,3.599999905,13.50000095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10700.74121
769,1998,34,0,0,1,0,0,1,21,1,1,0,1,1,1596,661,308,1.870000005,0.773999989,0.361000001,7809121,20.43999863,8.460000038,3.940000057,85.34759521,3.5,13.40000057,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10929.21973
770,1999,34,0,0,1,0,0,1,21,1,1,0,1,1,1505,621,308,1.710000038,0.70599997,0.349999994,7949361,18.93000031,7.81000042,3.869999886,88.01170349,3.200000048,13.40000057,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11071.54492
